19;"ac0505";"Base Cotas";"MAC";"Administração de Cotas";"N";"";"";1;"Consulta";yes;yes;"ac0505"
20;"ac0506";"Base Rateio";"MAC";"Administração de Cotas";"N";"";"";1;"Consulta";yes;yes;"ac0506"
21;"ac0507";"Cotas Realizadas";"MAC";"Administração de Cotas";"N";"";"";1;"Consulta";yes;yes;"ac0507"
22;"ac0508";"Base Rateio por Representante";"MAC";"Administração de Cotas";"N";"";"";1;"Consulta";yes;yes;"ac0508"
23;"ac0509";"Gráfico de Desempenho";"MAC";"Administração de Cotas";"N";"";"";1;"Consulta";yes;yes;"ac0509"
24;"acr.ViewConsultaTitAcrFechado";"Consulta Títulos Fechados ACR";"ACR";"Contas a Receber";"N";"";"";1;"Consulta";yes;yes;"acr.ViewConsultaTitAcrFechado"
25;"af0500c";"Exp de Dados para ANS/IN 233";"HAF";"AF - Emissão de Arquivos Fiscais";"N";"";"";1;"Consulta";yes;yes;"af0500c"
26;"af0601";"Consultas Desempenho Fornecedores";"MAF";"Avaliação Fornecedores";"N";"";"";1;"Consulta";yes;yes;"af0601"
27;"AF0602";"Consulta Histórico Alterações";"MAF";"Avaliação Fornecedores";"N";"";"";1;"Consulta";yes;yes;"AF0602"
28;"MFT.AnticipatedInvoicingView";"Consulta Saldo Faturamento Antecipado";"MFT";"Faturamento";"N";"";"";1;"Consulta";yes;yes;"AnticipatedInvoicingView"
29;"ao0601";"Histórico Ensaios";"MAO";"Análise de Óleos da Frota";"N";"";"";1;"Consulta";yes;yes;"ao0601"
30;"ao0602";"Consulta Resultados Ensaios";"MAO";"Análise de Óleos da Frota";"N";"";"";1;"Consulta";yes;yes;"ao0602"
31;"apb.ViewConsultaTitApFechado";"Consulta de Títulos Fechados APB";"APB";"Contas a Pagar";"N";"";"";1;"Consulta";yes;yes;"apb.ViewConsultaTitApFechado"
32;"aq0401";"Parâmetros Aquisição Rural";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0401"
33;"aq0402";"Estrutura Rota Coleta";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0402"
34;"aq0403";"Região de Abrangência";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0403"
35;"aq0404";"Rota de Coleta";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0404"
36;"aq0405";"Ponto de Coleta";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0405"
37;"aq0406";"Grupo de Produtores";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0406"
38;"aq0407";"Produtores";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0407"
39;"aq0409";"Propriedade Rural";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0409"
40;"aq0410";"Carga Rural";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0410"
41;"aq0411";"Item Estabelecimento Rural";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0411"
42;"aq0412";"Tabela Preço Frete Coleta";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0412"
43;"aq0413";"Motivo Não Coleta";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0413"
44;"aq0415";"Preço Final Produtores";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0415"
45;"aq0418";"Não Conformidade";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0418"
46;"aq0421";"Regras Formação Preço Compra";"MAQ";"Aquisição Produtos Rurais";"N";"";"";1;"Consulta";yes;yes;"aq0421"
47;"at0207";"Consulta Bolsista";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0207"
48;"at0212";"Consulta Instrutor";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0212"
49;"at0212a";"Consulta Instrutor";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0212"
50;"at0213";"Consulta Layout Relatório";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0213"
51;"at0214";"Consulta Lista Inscrição";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0214"
52;"at0215";"Consulta Material";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0215"
53;"at0216";"Consulta Motivo Solicit Trein";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0216"
54;"at0217";"Consulta Pergunta";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0217"
55;"at0219";"Consulta de Coordenadores";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0219"
56;"at0220";"Consulta Tipo Avaliação";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0220"
57;"at0221";"Consulta Tipo Curso Treinamento";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0221"
58;"at0222";"Consulta Tipo Custo";"MFP";"Folha de Pagamento";"N";"";"";1;"Consulta";yes;yes;"at0222"
59;"at0223";"Consulta Tipo Equipamento Trein";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0223"
60;"at0224";"Consulta Tipo Local Treinamento";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0224"
61;"at0225";"Consulta Tipo Material Trein";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0225"
62;"at0226";"Consulta Tipo Pessoa Externa";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0226"
63;"at0231";"Consulta Ficha Inventário";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0231"
64;"at0232";"Consulta Itens de Avaliação";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0232"
65;"at0232b";"Consulta Sub-Itens";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0232"
66;"at0233";"Consulta Grupo Assunto";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0233"
67;"at0233c";"Consulta Grp Avpes Parecer Restd";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0233"
68;"at0234";"Consulta Layout Avaliação";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0234"
69;"at0235";"Consulta Avaliação";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0235"
70;"at0235d";"Consulta Grp Avpes Parecer Restd";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0235"
71;"at0236";"Consulta Análise Consistência Av";"MDS";"Desenvolvimento de Pessoal";"N";"";"";1;"Consulta";yes;yes;"at0236"
72;"at0238";"Consulta Disciplina Curso";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0238"
73;"at0240";"Previsão de Custos para LNT";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0240"
74;"at0301";"Consulta Avaliação Bolsista";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0301"
75;"at0304";"Consulta Avaliação Treinamento";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0304"
76;"at0304c";"Consulta Perguntas Avaliação Tre";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0304"
77;"at0304a";"Avaliação Treinamento";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0304a"
78;"at0307";"Relacionamentos Bolsista";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0307"
79;"AT0307C";"Consulta Custo Bolsista";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"AT0307"
80;"at0308";"Bolsa Estudo";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0308"
81;"at0308a";"Bolsa Estudo";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0308a"
82;"at0310";"Curso Treinamento";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0310"
83;"at0311";"Instituição Treinamento";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0311"
84;"at0318";"Pessoa Externa";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0318"
85;"at0328";"Relacionamentos Treinando Normal";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0328"
86;"at0329";"Turma Treinamento";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0329"
87;"at0330";"Lotação Cargo Trein";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0330"
88;"at0331";"Consulta Relacionada Funcionário";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0331"
89;"at0331d";"Consulta Bolsista";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0331"
90;"AT0331E";"Consulta Ficha de Inventário";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"AT0331"
91;"at0332";"Instrutores";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0332"
92;"at0362";"Programas de Treinamento";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0362"
93;"at0365";"Plano Treinamento";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0365"
94;"at0715";"Consulta Parecer Grupo Assunto";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0715"
95;"at0716";"Consulta Parecer Avaliação";"MAT";"Administração de Treinamento";"N";"";"";1;"Consulta";yes;yes;"at0716"
96;"hmr.AttentionUsersMotivePortlet";"Portlet dos Atendentes x Motivo";"HMR";"MR - Marketing Receptivo";"N";"";"";1;"Consulta";yes;yes;"AttentionUsersByMotivePortlet"
97;"au0201";"Resultado Monitoramento";"mau";"Audit Trail";"N";"";"";1;"Consulta";yes;yes;"au0201"
98;"au0202";"Períodos Bancos Históricos";"mau";"Audit Trail";"N";"";"";1;"Consulta";yes;yes;"au0202"
99;"au0203";"Monitoramento Bancos Históricos";"mau";"Audit Trail";"N";"";"";1;"Consulta";yes;yes;"au0203"
100;"bc0112";"Parametrização Totvs Rfid";"MBC";"Coleta de Dados";"N";"";"";1;"Consulta";yes;yes;"bc0112"
101;"bc0302";"Transações";"MBC";"Coleta de Dados";"N";"";"";1;"Consulta";yes;yes;"bc0302"
102;"bc9023";"Consulta Endereço WMS";"MBC";"Coleta de Dados";"N";"";"";1;"Consulta";yes;yes;"bc9023"
103;"bc9023a";"Consulta Endereço WMS";"MBC";"Coleta de Dados";"N";"";"";1;"Consulta";yes;yes;"bc9023"
104;"bc9041";"Consulta Saldo Endereço";"MBC";"Coleta de Dados";"N";"";"";1;"Consulta";yes;yes;"bc9041"
105;"bc9045";"Conferência Recebimento WMS";"MBC";"Coleta de Dados";"N";"";"";1;"Consulta";yes;yes;"bc9045"
106;"bdg.ViewConsultaAcompOrctario";"Consulta Acomp. Orçamentário";"BDG";"Orçamentos";"N";"";"";1;"Consulta";yes;yes;"bdg.ViewConsultaAcompOrctario"
107;"bh0105";"Períodos Bancos Históricos";"MBH";"Bancos Históricos";"N";"";"";1;"Consulta";yes;yes;"bh0105"
108;"CRL.BirthdayPortlet";"Resumo de Aniversáriantes";"CRL";"Relacionamento";"N";"";"";1;"Consulta";yes;yes;"BirthdayPortlet"
109;"bm0203";"Ajuste Pulmão Quant.";"BMG";"Controle";"N";"";"";1;"Consulta";yes;yes;"bm0203"
110;"bm0301";"Estatistica de Causa Atraso";"BMG";"Controle";"N";"";"";1;"Consulta";yes;yes;"bm0301"
111;"bm0302";"Programação X Região Pulmão";"BMG";"Controle";"N";"";"";1;"Consulta";yes;yes;"bm0302"
112;"bn0502";"Bonificação Item Cliente";"MBN";"Descontos e Bonificações";"N";"";"";1;"Consulta";yes;yes;"bn0502"
113;"bn0503";"Consulta Desconto Valor";"MBN";"Descontos e Bonificações";"N";"";"";1;"Consulta";yes;yes;"bn0503"
114;"bn0504";"Consulta Tipo Desconto Período";"MBN";"Descontos e Bonificações";"N";"";"";1;"Consulta";yes;yes;"bn0504"
115;"bn0505";"Consulta Desconto Período";"MBN";"Descontos e Bonificações";"N";"";"";1;"Consulta";yes;yes;"bn0505"
116;"bn0506";"Consulta Tipo Desconto Prazo Pgt";"MBN";"Descontos e Bonificações";"N";"";"";1;"Consulta";yes;yes;"bn0506"
117;"bn0507";"Consulta Desconto Prazo Pagto";"MBN";"Descontos e Bonificações";"N";"";"";1;"Consulta";yes;yes;"bn0507"
118;"bn0508";"Consulta Descontos Pedidos";"MBN";"Descontos e Bonificações";"N";"";"";1;"Consulta";yes;yes;"bn0508"
119;"bn0508a";"Consulta Descontos Itens Pedido";"MBN";"Descontos e Bonificações";"N";"";"";1;"Consulta";yes;yes;"bn0508a"
120;"bn0509";"Consulta Descontos Nota Fiscal";"MBN";"Descontos e Bonificações";"N";"";"";1;"Consulta";yes;yes;"bn0509"
121;"bs0042";"Consulta Grupos de Benefícios";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs0042"
122;"bs0082";"Consulta Benefícios";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs0082"
123;"bs0302";"Motivo Lote";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs0302"
124;"bs0322";"Local de Estoque";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs0322"
125;"bs0340";"Saldo Estoque Benefícios";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs0340"
126;"bs0502";"Consulta Benefícios do Estabelec";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs0502"
127;"BS0502C";"Consulta EFP Benefícios";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"BS0502"
128;"bs0512";"Regras do Benefício";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs0512"
129;"bs0522";"Consulta Benefícios do Funcionár";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs0522"
130;"bs0542";"Consulta Fórmulas de Cálculo";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs0542"
131;"bs0662";"Exceções Benefícios Gerais";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs0662"
132;"bs0672";"Atendimento Serviço Social";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs0672"
133;"bs1002";"Consulta Movimento por Funcionár";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs1002"
134;"bs1082";"Consulta Movimento em Carteira";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs1082"
135;"bs1522";"Consulta Linhas de Transporte";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs1522"
136;"bs1542";"Consulta Linhas dos Funcionários";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs1542"
137;"bs1562";"Consulta Períodos de Aquisição";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs1562"
138;"bs1582";"Consulta Movimento de Vales";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs1582"
139;"bs1740";"Consulta Movimento por Prestador";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs1740"
140;"bs2080";"Consulta Geração Benefícios para";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs2080"
141;"bs3082";"Dias Efetivamente Trabalhados";"MBS";"Benefícios";"N";"";"";1;"Consulta";yes;yes;"bs3082"
142;"btb901zg";"Consulta de Mensagens Ems 5";"BTB";"Básico (NPS)";"N";"";"";1;"Consulta";yes;yes;"btb901zg"
143;"MMI.BudgetView";"Detalhar Orçamento de Manutenção Industr";"MMI";"Manutenção Industrial";"N";"";"";1;"Consulta";yes;yes;"BudgetView"
144;"ca0201";"Consulta cargo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0201"
145;"ca0202";"Consulta Cargo Básico";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0202"
146;"ca0203";"Consulta Classe Cargo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0203"
147;"ca0204";"Consulta Competitividade";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0204"
148;"ca0205";"Consulta Exceção Funcionário";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0205"
149;"ca0206";"Consulta Família Cargo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0206"
150;"ca0207";"Consulta Perfil Cargo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0207"
151;"ca0208";"Consulta Projeção Salarial";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0208"
152;"ca0209";"Consulta Região Salarial";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0209"
153;"ca0210";"Consulta Tabela Salarial";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0210"
154;"ca0211";"Consulta Tabela Salarial Mês";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0211"
155;"ca0212";"Consulta Tab Sal Remuneração";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0212"
156;"ca0213";"Consulta Hrs Extra Projeção Sal";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0213"
157;"ca0214";"Consulta Proposta Tabelada";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0214"
158;"ca0215";"Consulta Proposta Origem Manual";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0215"
159;"ca0216";"Consulta Proposta Salarial";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0216"
160;"Ca0217";"Consulta Período Motivo Liberção";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"Ca0217"
161;"ca0219";"Consulta Proposta Centro Custo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0219"
162;"ca0220";"Consulta Proposta Unid Lotação";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0220"
163;"ca0221";"Param Empresa Cargos e Salários";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0221"
164;"ca0226";"Proposta Nível Hierárquico";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0226"
165;"ca0227";"Parcelamento Propostas";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0227"
166;"ca0231";"Fatores Avaliação";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0231"
167;"ca0233";"Itens Descrição Cargo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0233"
168;"ca0244";"Política por Desempenho";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0244"
169;"ca0260";"Situação Funcionário Proposta";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0260"
170;"ca0270";"Eventos Considera Cargos Sal";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0270"
171;"ca0295";"Modelo Proposta";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0295"
172;"ca0296";"Modelo Cargo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0296"
173;"ca0301";"Relações cargo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0301"
174;"ca0302";"Relações Cargo Básico";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0302"
175;"ca0303";"Relações Classe Cargo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0303"
176;"ca0304";"Relações Competitividade";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0304"
177;"ca0305";"Cargo - Complemento";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0305"
178;"ca0306";"Relações Família Cargo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0306"
179;"ca0307";"Relações Perfil Cargo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0307"
180;"ca0309";"Relações Região Salarial";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0309"
181;"ca0310";"Relações Tabela Salarial";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0310"
182;"ca0311";"Histórico Tabela Salarial Mês";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0311"
183;"ca0314";"Cargo Básico - Complemento";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0314"
184;"ca0328";"Matriz Avaliac Posição";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0328"
185;"ca0332";"Fatores Avaliação Classe";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0332"
186;"ca0334";"Modelo Descrição Classe";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0334"
187;"ca0365";"Questionário";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0365"
188;"ca0368";"Pesquisa Salarial";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0368"
189;"ca0384";"Empresa";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0384"
190;"ca0701";"Propostas Salariais por Estab";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0701"
191;"ca0804";"Gráfico Cargo X Nível Hier";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0804"
192;"ca0807";"Gráfico Proposta X Agregação";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0807"
193;"ca0808";"Gráfico Proposta X Motivo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0808"
194;"ca0810";"Gráfico Proposta X Tipo Motivo";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0810"
195;"ca0811";"Gráfico Proposta X Tipo Proposta";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0811"
196;"ca0812";"Gráfico Tab Salarial X Salário";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0812"
197;"ca0813";"Salário Funcionário X Tabela";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0813"
198;"ca0814";"Posicionamento Salarial";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0814"
199;"ca0815";"Enquadramento Salarial";"MCA";"Cargos e Salários";"N";"";"";1;"Consulta";yes;yes;"ca0815"
200;"CSP.CampaignReturnPortlet";"Andamento da Campanha";"CSP";"Suporte";"N";"";"";1;"Consulta";yes;yes;"CampaignReturnPortlet"
201;"mpd.CanceledQuotationDistributionPortlet";"Curva ABC de Cotações Canceladas";"MPD";"Pedidos";"N";"";"";1;"Consulta";yes;yes;"CanceledQuotDistributionPortlet"
202;"cc0112";"Consulta Eventos";"MCC";"Compras";"N";"";"";1;"Consulta";yes;yes;"cc0112"
203;"cc0112a";"Consulta Eventos Ordem";"MCC";"Compras";"N";"";"";1;"Consulta";yes;yes;"cc0112"
204;"cc0112b";"Consulta Narrativas Evento";"MCC";"Compras";"N";"";"";1;"Consulta";yes;yes;"cc0112"
205;"cc0113";"Consulta Eventos Comprador";"MCC";"Compras";"N";"";"";1;"Consulta";yes;yes;"cc0113"
206;"cc0114";"Consulta Eventos Ordem";"MCC";"Compras";"N";"";"";1;"Consulta";yes;yes;"cc0114"
207;"cc0119";"Famílias x Estab Compras";"MCC";"Compras";"N";"";"";1;"Consulta";yes;yes;"cc0119"
208;"cc0121";"Itens x Estab Compras";"MCC";"Compras";"N";"";"";1;"Consulta";yes;yes;"cc0121"
209;"cc0274";"Follow-up Pedidos";"MCC";"Compras";"N";"";"";1;"Consulta";yes;yes;"cc0274"
210;"cc0295";"Pedidos Compra por Fornecedor";"MCC";"Compras";"N";"";"";1;"Consulta";yes;yes;"cc0295"
211;"cc0366";"Hierarquia das Faixas";"MCC";"Compras";"N";"";"";1;"Consulta";yes;yes;"cc0366"
212;"cc0386";"Follow-up de Compras";"MCC";"Compras";"N";"";"";1;"Consulta";yes;yes;"cc0386"
213;"cc0387";"Follow-up do Comprador";"MCC";"Compras";"N";"";"";1;"Consulta";yes;yes;"cc0387"
